scene,lap2mean_mean,lap2mean_std,lap2mean_max,lap2mean_min,lap2mean_median,lap2std_mean,lap2std_std,lap2std_max,lap2std_min,lap2std_median,bitrate,ssim
hevc_54_15_2,8.316008044,1.393318272,10.35680071,5.84849315,7.893109249,6.863872843,1.123600169,8.481609344,4.705726624,6.579940557,344.24,0.9829129
hevc_54_18_3,12.41116706,1.067158339,14.39766227,10.27728622,12.43816125,10.73116267,0.979251679,12.68258286,8.740699768,10.70245838,486.62,0.9600206
hevc_54_31_6,25.43630269,1.944155453,30.50658408,20.95956088,25.56588251,20.69029327,1.625132407,25.12326241,17.10905838,20.73807526,965.67,0.952534
hevc_54_41_8,22.57289292,1.279803738,25.34311902,19.05464025,22.65580022,18.63271142,1.054575492,21.01414299,15.52055454,18.71983051,317.46,0.9672685
hevc_54_56_5,11.73025318,1.173301361,13.99335649,9.300538439,11.80316342,10.66710773,1.053378836,12.76788712,8.445849419,10.70403099,124.45,0.9876062
hevc_54_84_3,11.74094309,1.215485328,13.69355591,9.378663021,11.93203562,10.56651803,1.080409014,12.40716171,8.44373703,10.6903944,181.94,0.9681774
hevc_54_110_7,12.83778502,0.806373587,15.03503142,11.17456432,12.76534948,11.4025853,0.75867852,13.42228127,9.842247963,11.32980728,349.62,0.9733164
hevc_54_122_6,13.80083012,0.585580254,15.53324033,12.35495499,13.71127356,12.16430787,0.536354473,13.79564476,10.93789768,12.09279299,177.22,0.9691984
hevc_54_139_3,8.845387502,1.316251734,12.0522449,6.736661943,9.045707772,7.957437496,1.243230639,11.03210068,5.962220192,8.164995193,251.96,0.9760985
hevc_54_143_3,4.866791155,0.475644777,6.266751538,4.154373319,4.857758771,4.264822009,0.49215643,5.633462906,3.473487854,4.269451141,146.33,0.9850098
hevc_55_0_2,18.53662302,3.501374826,22.82497786,13.00427176,17.88062335,14.91383059,4.705159239,20.31788063,7.707678318,14.79879427,728.29,0.9714283
hevc_55_4_1,20.36301747,3.334963251,26.34433153,10.73114667,21.20653399,17.88199676,2.938908313,23.33993721,9.300361633,18.60886765,710.99,0.9629502
hevc_55_6_2,25.93553034,2.093217819,31.3296972,20.20193995,25.97286582,22.57422358,2.009291028,27.79004097,17.38364029,22.44460583,732.68,0.9619733
hevc_55_9_2,18.11509743,5.004136285,25.08178882,9.404381044,19.14796575,13.88006156,4.174147768,19.9955368,7.810612202,14.40264797,598.32,0.9813335
hevc_55_14_1,22.44203691,4.208691669,29.10215603,12.4417797,23.65510054,19.35451029,3.804561356,25.67855072,10.40895939,20.47107124,1038.75,0.9691668
hevc_55_19_1,24.19299946,2.082308958,28.06270771,19.56449826,24.43558963,20.47398796,1.894747078,24.28430939,16.45896149,20.59603119,781.64,0.9685442
hevc_55_22_3,26.82946948,1.457884221,28.59166659,21.10083359,27.40748765,20.59347251,1.375835552,25.02096939,17.57463837,20.42958736,495.24,0.9675356
hevc_55_26_1,26.4230133,4.395583315,31.85445493,12.92268917,27.6940563,22.65318264,3.836021724,27.44763756,10.79688168,23.75448227,820.48,0.9675789
hevc_55_28_2,22.93757455,0.795839319,26.8436545,22.19877162,22.59289566,20.25625413,0.385925677,21.67558098,18.94863319,20.40505219,397.72,0.9711376
hevc_56_13_2,20.38309521,3.193017997,24.05293413,11.86643014,21.62941954,17.37817005,3.052677114,20.73042488,9.167154312,18.66348839,561.71,0.9650404
hevc_56_16_2,14.71121916,1.42354479,20.21509322,12.05647214,14.51588255,11.3964202,1.357004993,17.18082428,9.072050095,11.18771219,560.18,0.9648947
hevc_56_19_3,19.05920433,0.937479444,20.83823689,16.2743198,19.06158431,17.32736647,0.780246474,18.57206535,15.72693634,17.5067215,454.22,0.9912829
hevc_56_23_2,18.50775585,5.241036787,23.70592642,8.940306323,21.03332564,16.78622656,5.482873002,22.10026741,6.891571999,19.2644062,464.55,0.9626859
hevc_56_27_2,10.44487933,2.472507534,13.20896228,5.846426122,11.50011544,8.292761037,2.495307335,10.73950005,3.609161615,9.552792549,372.96,0.9712187
hevc_56_31_2,17.65072803,3.136088301,21.30629177,10.83711149,18.99371796,15.1344098,3.166266332,18.53655052,8.16830349,16.61473846,551.43,0.9741365
hevc_56_39_2,20.07158472,2.32094891,22.79179149,14.25097867,21.11274391,16.76255236,2.228557498,19.26242065,11.37781715,17.79338455,379.59,0.9727864
hevc_56_41_2,6.431080439,0.545737044,8.150416133,5.611279008,6.303263942,4.329215745,0.646161871,6.084218025,3.327118397,4.306749821,419.12,0.9771284
hevc_56_44_2,15.13720812,1.581337837,17.77846083,12.09234816,15.24380611,12.00439914,1.490961032,14.36855125,9.088699341,12.09606647,777.96,0.9560138
hevc_56_46_2,11.43742902,0.581742656,12.32783413,9.585682412,11.57001689,8.780044536,0.532885762,9.651298523,6.992785931,8.891425133,267.57,0.9772767
hevc_56_56_2,21.84897799,1.085508105,24.07655839,19.39545606,21.76644946,17.57147614,0.939698907,19.47334099,15.4589901,17.5095787,411.02,0.9701402
hevc_56_58_2,19.23628272,1.546026368,21.90239426,13.73721663,19.13302663,15.24873306,1.272346599,17.39240265,10.52390003,15.15626144,615.44,0.9611624
hevc_56_61_2,17.86167886,1.661412225,22.07286835,14.47990288,17.82155531,13.56153752,1.285871488,16.83332825,10.9883976,13.42081165,635.68,0.95339
hevc_56_67_2,5.260800908,0.308277857,6.049757633,4.740797666,5.259219113,3.988894458,0.270335648,4.705345631,3.548160076,3.986658096,508.82,0.9721205
hevc_56_70_2,7.376659787,0.780178516,9.151508445,5.858310776,7.142889219,6.08261008,0.785718534,7.788198471,4.284543037,5.871454239,326.06,0.9665752
hevc_56_73_3,8.838142678,1.225643899,11.00916602,6.583030629,8.780375481,6.912122243,1.011730853,8.756567955,4.996081352,6.808643341,485.78,0.9650341
hevc_56_80_2,24.24387524,4.724992944,29.77821154,9.779101639,25.07122301,17.85135503,3.066402797,21.46843719,7.973009109,18.43001747,583.43,0.9756114
hevc_56_86_3,15.47054703,1.153265265,17.851436,12.87607903,15.4468153,12.16228539,0.904219779,14.0059948,10.10817242,12.17657757,483.69,0.9630638
hevc_56_90_6,8.0101585,0.819558695,14.17811523,6.63450344,7.914544378,4.816408876,0.754280352,11.65920258,3.796603203,4.712046623,449.12,0.9777939
hevc_57_6_4,23.323837,1.142898896,27.37114141,21.29278279,23.27627795,20.59874207,1.012932848,24.12663651,18.80558777,20.49941635,411.59,0.967212
hevc_57_11_4,32.23011498,3.719436665,43.69308379,26.49644936,31.59871943,24.68303223,2.968380117,33.89593887,20.32775497,24.18722057,1283.36,0.9606969
hevc_57_16_4,21.68024672,2.254069306,28.17997232,17.25751807,21.62776055,19.3226182,1.876989007,24.79138184,15.51325417,19.21427631,437.8,0.9716516
hevc_57_21_4,25.55939948,2.928877394,35.60085359,20.7109876,25.32306276,22.74110473,2.616262231,31.80320168,18.74887848,22.56804085,550.19,0.9560655
hevc_57_26_4,29.1161514,1.679842472,33.65108661,25.7305159,28.64110662,26.19211145,1.530597381,30.25659561,23.01182938,25.80454063,549.52,0.9670199
hevc_57_31_5,26.83715935,1.864818306,32.92242376,23.77399333,26.29498215,22.99240064,1.596173727,28.35923767,20.28936958,22.49403,915.08,0.9454384
hevc_57_36_5,23.82660695,2.849708891,33.00886185,19.60475154,23.22532871,19.76385493,2.447106024,27.71374321,16.20698166,19.1116066,1490.11,0.9570008
hevc_57_42_4,24.23808967,2.202478944,30.6461074,21.35486105,23.88916336,20.94416366,1.855653672,26.23537636,18.50545883,20.50933266,669.04,0.9592908
hevc_57_47_9,36.62842264,2.475322647,46.74949866,31.80541578,36.29334777,28.67540513,2.01110876,36.6220932,24.64592171,28.25656986,1191.46,0.9747778
hevc_57_57_4,27.70110675,1.504693397,32.93330811,24.85021781,27.19392154,24.46912851,1.30884519,28.81842995,21.98451805,23.95705986,571.87,0.9398062
hevc_57_62_5,34.38822551,3.341930331,44.69637013,28.92820956,33.48000723,28.79259067,2.930932626,38.12890244,23.66772079,27.96010971,1193.79,0.9592856
hevc_57_67_5,30.93133283,3.401678778,38.5425299,19.63013328,31.72843718,24.50094157,2.731403146,30.86289978,15.45727634,24.93980026,1155.08,0.9538076
hevc_57_73_4,26.84292899,3.870137722,36.44002591,19.13142078,26.98843927,22.45109546,3.251732986,30.72738075,15.93430328,22.47924232,918.02,0.9522319
hevc_57_78_4,22.09165254,2.082464811,29.37290239,18.73642819,21.82656049,18.95262628,1.722974036,25.01228714,15.99830627,18.6868763,932.56,0.9283378
hevc_57_83_4,27.1954804,2.356350658,34.31125304,23.50701929,27.28863754,22.07643079,1.979693771,28.26051521,19.00075531,22.0541153,902.31,0.9629469
hevc_57_88_4,30.61736439,2.556622016,39.10794232,26.24032792,29.85085109,23.80880336,1.985883162,30.51007271,20.65465164,23.27216625,1067.8,0.9681475
hevc_57_93_5,23.21977968,1.191689505,27.41890119,21.06820574,22.92880612,20.62181412,1.099131659,24.36198997,18.62643623,20.34312916,464.72,0.9647419
hevc_58_3_2,24.02827575,2.142969245,27.78713182,18.56877837,24.04952685,21.78899815,1.879275411,25.00871086,16.92220688,21.78897381,711.96,0.965822
hevc_58_8_2,19.13577111,0.423884939,19.85958937,18.11597718,19.12825747,16.34220171,0.419734614,17.02003098,15.35783291,16.34535503,129.08,0.9891574
hevc_58_12_2,19.46833579,7.912470438,27.5737968,0.134548496,21.99750293,15.9488865,6.638007462,23.43364334,0.133773252,17.86546993,551.14,0.9661091
hevc_58_23_2,15.19080653,2.827550022,18.73618225,7.99988532,15.99158871,12.34937057,2.37068127,15.20084381,6.702390671,13.10203695,878.47,0.9708179
hevc_58_28_2,15.86758414,1.789421961,22.0637262,13.74708221,15.55882544,14.37324545,1.238237387,16.77334404,12.40520668,14.33818913,372.34,0.9802103
hevc_58_32_2,15.08702227,5.67971469,43.03560282,11.3366953,13.94930041,11.8060062,4.460435946,33.6867981,8.246240616,10.83374786,497.73,0.9785126
hevc_58_43_2,29.90773112,1.285028536,34.14360327,27.87977292,29.55822661,26.63813408,1.214495637,30.74381065,24.7381115,26.30541801,477.11,0.9827809
hevc_58_51_2,20.480149,1.638011908,24.18425214,17.40711872,20.5365074,18.00104979,1.656584288,21.83211327,15.00226021,18.03286362,646.99,0.9804157
hevc_58_75_5,15.63842673,1.66392458,19.76406089,11.85070242,15.55751736,12.89092989,1.988102186,17.66892052,8.18134594,12.6710062,915.98,0.9646176
hevc_58_100_3,34.41815495,2.96408951,42.49450935,27.15590837,34.55847167,26.96586255,2.364747113,33.82020569,20.61972809,26.87403488,1908.74,0.9258405
hevc_58_134_3,20.28757531,4.327637423,30.77896069,11.33448569,20.15680565,18.07185196,4.286876277,28.97867393,9.314388275,17.882864,1369.03,0.9675598
hevc_58_149_2,32.31227689,4.967647371,44.55613614,24.00009918,32.02222637,27.83723278,4.672012033,39.38580322,20.28048706,27.4197607,1520.38,0.9767374
hevc_58_157_3,30.22500598,4.904324539,43.66349707,21.08136572,29.40961641,26.05702883,4.626830073,39.02758408,17.39426231,25.25108719,1659.34,0.9717482
hevc_58_168_4,40.10486531,2.144947855,47.90382669,36.71665386,39.64232166,33.74926483,1.878111295,40.62398911,30.86194038,33.34020424,1627.16,0.9727306
hevc_58_178_3,17.13971855,3.284616906,31.14926146,12.88029001,16.28708396,13.17989812,3.114038596,26.89583206,9.256147385,12.41266823,1908.51,0.9546105
hevc_58_193_2,13.36860125,1.368642203,16.99424018,10.59494111,13.26008803,9.887529516,1.299417218,13.43989658,7.137604237,9.817902565,1294.08,0.9675967
hevc_58_196_2,30.59429117,2.977543085,43.04650777,26.55263604,29.4486538,24.79212887,2.668188106,36.13688278,21.17022705,23.93568993,2035.66,0.9373004
hevc_58_198_2,17.24201293,6.59734797,45.7828258,11.2011305,15.8448123,14.64463751,5.481971067,38.43420792,9.206540108,13.5871706,1036.46,0.9574359
hevc_58_212_2,20.75368525,3.984913431,30.35009046,16.07515043,19.72854999,19.29720285,3.264873541,27.83639717,15.66907024,18.24598026,444.12,0.9804784
hevc_58_228_2,8.801396115,0.869031737,11.09370977,7.165025686,8.656791527,7.514102163,1.028258682,10.05596066,5.687595844,7.245262623,524.02,0.9847791
hevc_59_5_2,3.498238719,1.286025231,5.562014612,0,3.725642576,2.758666502,1.093000395,4.420388222,0,3.019538164,197.26,0.9766034
hevc_59_7_2,3.669108325,0.693231407,6.082426378,0.234496109,3.789941861,2.949029607,0.661746501,5.555583,0.103708968,3.103304982,122,0.9869725
hevc_59_19_2,7.78383423,8.529674557,20.6457637,1.505713944,2.291613147,7.230057918,8.338340119,19.86722755,1.162558198,1.878241777,147.54,0.986258
hevc_59_49_2,2.512264556,0.424408941,3.37988775,0.049534873,2.528826992,1.966511066,0.373752985,2.88224268,0,1.975127518,117.33,0.9795527
hevc_59_54_3,4.785073249,0.286807055,5.317248746,4.225850777,4.765615263,4.396925612,0.302409119,4.968645573,3.751196146,4.382591009,115.95,0.9861209
hevc_59_61_2,4.634079685,0.19142182,5.018460717,4.228106938,4.612403832,3.755076135,0.146746821,4.053391457,3.377815247,3.756900191,72.56,0.9774175
hevc_59_99_3,3.419219821,0.177857888,3.860509791,3.038896649,3.401891317,2.633536418,0.163874008,3.043835163,2.239733934,2.625368237,43.73,0.9661764
hevc_59_106_3,5.398794088,0.58269984,6.817975845,4.297774675,5.332025705,4.506303327,0.548861362,5.769212723,3.284619331,4.488551617,241.13,0.9691523
hevc_59_126_2,3.678250686,0.655228434,4.691186295,1.46765721,3.669291679,2.799573095,0.507496299,3.566427231,0.98335892,2.822410107,107.39,0.96082
hevc_59_181_2,9.513743063,1.6948938,12.11933499,3.586906352,9.564916827,7.524807771,1.541816955,9.616485596,1.488553047,7.623853445,738.12,0.945316
hevc_59_191_4,4.410178566,0.86919217,6.797181712,3.296009981,4.133860464,3.678613347,1.00897354,6.288014412,2.541989565,3.482014418,212.28,0.9781821
hevc_59_203_3,4.737308404,0.556241112,6.427466416,3.756386342,4.555869523,3.605664085,0.514632616,5.147660732,2.697992802,3.419418335,175.95,0.9237723
hevc_59_216_3,8.008871254,1.068694217,9.257309371,2.525818637,7.989370554,7.05811282,0.957440934,8.213251114,2.170788765,7.074686289,187.44,0.9606404
hevc_59_230_6,7.357934025,1.010627508,9.405802669,4.961052841,7.547668794,6.261412574,0.949546673,8.081206322,4.036406517,6.474332809,287.66,0.9755209
hevc_60_8_4,13.4085628,1.758736273,18.78578291,10.27248763,13.16919759,10.34698826,1.465980778,15.00182724,7.688866138,10.24741936,988.74,0.9642509
hevc_60_13_2,30.88497613,4.974256227,45.74064699,24.60874255,28.99219849,27.1051302,4.466286757,40.3473587,21.36488914,25.55896473,933.5,0.9789645
hevc_60_20_2,18.93536622,5.787802167,27.02818805,5.110984619,21.65591104,17.49105736,5.37907036,24.80815506,4.65665102,20.04061985,916.53,0.9717766
hevc_60_29_3,7.858903264,3.734945067,39.07823277,5.109768447,7.720331069,6.961304188,3.332141249,34.46423721,4.086824894,6.885280609,213.78,0.9856436
hevc_60_39_2,29.77835768,3.239636125,33.64425165,10.45587332,29.96952741,25.99165785,2.706405271,29.19801903,9.579897881,26.18250942,631.39,0.9717071
hevc_60_49_3,24.50669584,6.768518542,40.64783313,12.21325466,21.09916814,22.90885818,6.696817364,38.89522171,7.235743999,19.65551949,945.28,0.9697432
hevc_60_53_2,7.396831703,0.427769456,8.615994825,6.732522165,7.33833465,6.558667202,0.401402438,7.735361576,5.947004318,6.50432682,84.15,0.9666101
hevc_60_61_3,6.871549317,1.219382665,8.748596079,4.231074662,7.284230682,5.53304136,1.216954403,7.440555573,2.878474236,5.870621204,251.25,0.9865354
hevc_60_65_2,6.182675101,0.68602518,7.642414157,4.300447068,6.153200875,4.359490504,0.669940064,5.711289883,2.457795858,4.380509138,192.82,0.9780868
hevc_60_74_2,10.3697613,3.081639593,14.74050753,5.372599043,11.107577,7.486056585,2.922128294,11.4332943,2.785133362,8.20646286,579.8,0.9793959
hevc_60_82_2,4.545642143,0.543279917,5.515690703,3.623798434,4.632494255,3.284750128,0.524235753,4.190034389,2.398955345,3.370442033,190.97,0.9847331
hevc_60_98_4,9.641269405,0.551423847,11.1653964,8.521185559,9.652737723,8.999331455,0.534719071,10.31453705,7.928046703,8.984414101,183.59,0.9861119
hevc_60_102_4,4.76893924,1.676920941,10.81500427,2.237949953,4.916240943,4.263720928,1.653657622,10.09720993,1.658866405,4.424353838,159,0.986117
hevc_60_106_3,7.8667081,3.181167418,18.02415795,3.149149244,6.861574694,7.226025763,3.220790643,17.43871689,2.391753197,6.22633934,377.11,0.9777593
hevc_60_112_3,7.688748785,0.938069261,10.27515544,5.911799009,7.553885858,6.785043373,0.897972835,9.292230606,5.022953033,6.711771965,339.57,0.9827478
hevc_60_119_2,9.383594777,1.00622958,11.50701955,7.278849325,9.158268999,7.582183838,0.896752316,9.673760414,5.797698498,7.421789408,813.42,0.9577964
hevc_60_122_4,8.779078314,0.949482196,11.53268167,6.78975724,8.804323668,6.99243237,0.847647757,9.513439178,5.269387722,6.976371527,797.82,0.957371
hevc_60_133_2,12.02693643,1.240478762,14.75234191,9.774879989,12.04548176,11.05211399,1.178669997,13.67040157,8.896148682,11.12720966,636.35,0.9607555
hevc_60_137_4,13.64881139,4.020945457,23.5061923,6.09532951,14.31090449,12.99344801,3.889094589,22.28822517,5.555946827,13.71916533,207.35,0.9847921
hevc_60_142_3,15.45135654,0.314862752,16.01428539,14.75537891,15.37788972,12.27531205,0.281169286,12.75222969,11.60438824,12.21428585,214.43,0.9847584
hevc_60_151_3,16.65821321,1.320529398,24.88539895,13.02776482,16.47936461,15.19615466,1.375729607,24.15631485,11.70431709,15.03451061,267.21,0.9825282
hevc_60_171_2,11.45838554,1.244316379,14.66126261,8.363365176,11.39815402,10.30690713,1.241736833,13.84460068,7.259674072,10.23440981,712.24,0.9497247
hevc_60_176_2,19.32046374,1.416437117,22.55136755,14.5826978,19.29118715,18.27798067,1.388339587,21.1414814,12.98353958,18.32712555,744.23,0.922915
hevc_60_185_2,43.26021129,18.71880184,61.50741309,13.27788848,51.34440129,37.47345621,15.60527772,52.50387573,12.10497379,44.80213356,656.51,0.9686955
hevc_60_195_2,11.29081371,2.403717155,14.62571154,4.465130387,12.20677155,10.58974236,2.582851288,13.57806301,3.376688957,11.68780327,404.37,0.9591445
hevc_60_198_2,17.14668262,1.367560701,21.74984005,14.61435984,17.04306167,15.16571245,1.285892476,19.62105179,12.86274719,15.10126543,1455,0.9336262
hevc_60_205_2,33.03576303,2.458129925,36.12599344,22.78650863,33.42677379,28.24471169,2.05533824,31.07872391,20.58530235,28.51427078,595.02,0.9800796
hevc_60_217_3,25.08941625,4.152170545,36.38178664,18.52069831,24.44584806,21.47410107,3.632605349,32.55731201,15.57334042,20.69400597,1914.74,0.946015
hevc_60_222_2,26.13109635,0.9254342,29.10226824,24.61126233,26.15676693,21.47220631,0.696017331,23.96185112,20.36112785,21.42880249,649.66,0.9709736
hevc_60_226_2,15.07457231,5.949583205,33.61104206,5.731698474,16.95531649,13.98640961,5.645328958,30.23706627,4.967978477,15.95845032,741.92,0.9425102
hevc_60_236_4,16.56593488,3.386249915,20.83410806,4.151258411,17.8416855,15.25189943,3.343313328,19.35913849,3.048473358,16.65601254,762.59,0.9741394
hevc_61_10_10,8.939276913,3.655253826,16.18232603,2.834525101,8.872505698,7.640366353,3.091384743,13.91550732,2.449723244,7.787190914,428.84,0.970145
hevc_61_23_8,12.93974372,2.747909006,18.35665123,8.758925763,12.97830824,11.96913543,2.514339217,17.03577995,7.966275215,11.89444256,326.81,0.9713718
hevc_61_52_25,15.44502407,2.114481528,20.11095474,13.62907643,14.97311026,13.41931457,2.051156339,17.89769173,11.76195049,12.85062504,122.68,0.9837261
hevc_61_90_40,11.91599143,2.803486809,20.11642141,7.546819651,11.14460342,10.11856083,2.175445649,16.57234764,6.638162613,9.570745468,473.73,0.974438
hevc_61_133_4,14.79404107,0.180975415,15.34141632,14.36655238,14.82177718,13.15152344,0.158732157,13.63140774,12.7497263,13.17353296,102.83,0.9833565
hevc_61_162_17,9.864381403,0.368831004,10.87449592,8.995430104,9.882168643,9.066784511,0.338206258,9.988902092,8.202578545,9.088817596,127.08,0.9808892
hevc_61_196_5,16.67656155,0.766939933,18.44006785,14.93274361,16.87779563,14.95546899,0.682911162,16.54497337,13.41855907,15.11678219,190.62,0.9835791
hevc_61_245_4,10.1229847,0.273450163,10.85490543,9.382026582,10.15267778,8.839474239,0.252725579,9.524001122,8.160500526,8.864164352,97.77,0.9786558
hevc_61_260_6,17.00014956,0.470988601,18.0178668,15.90568401,16.92669287,14.53761796,0.363322106,15.22891521,13.62228203,14.52878428,222.45,0.9801835
hevc_61_267_10,9.431343789,1.603480999,12.50910252,5.706042236,9.853504116,8.510306866,1.617502378,11.41379547,4.977333546,8.757250786,191.29,0.9792222
hevc_61_279_15,6.553958299,0.132784464,6.883150852,6.166494453,6.555072468,6.013777009,0.127019016,6.325942039,5.666540623,6.000802994,66.75,0.9818981
hevc_61_326_4,8.308019167,1.200457902,10.63472742,5.936328331,8.48675715,7.562132697,1.114502447,9.676617622,5.341421127,7.733661413,241.32,0.9738341
hevc_61_343_23,17.39979568,1.54494608,19.85801653,13.65514266,17.93386219,15.44255848,1.342805148,17.54966545,11.96527004,15.85686207,250.96,0.9803581
hevc_61_385_35,18.48287213,3.866495111,27.13449395,12.74214259,17.08776282,15.75376768,3.183041226,22.97268677,10.93813896,14.62306881,535.09,0.9572985
hevc_61_430_28,28.85781676,1.201704487,31.78623037,21.31083892,28.93692552,23.99414598,0.983695596,26.32961845,17.57279396,24.06289482,369.47,0.9735016
hevc_61_489_27,18.17492297,2.177562773,23.19345732,13.2738841,17.95784061,15.34948722,1.894041814,19.83386612,11.0746336,15.14870834,522.63,0.9687201
hevc_61_524_51,17.19185987,2.400221879,25.80864075,12.46762042,16.61972444,15.21512773,2.132097315,22.83766365,11.15571976,14.67113018,430.46,0.9646163
hevc_61_589_48,21.69795804,0.34981617,22.66340135,20.89522902,21.67051078,19.30065155,0.294160365,20.11573029,18.63168335,19.27518177,146.82,0.9875289
hevc_61_724_28,12.91986715,0.653155095,15.55489841,11.07857367,13.08132585,11.33678299,0.586742785,13.50703621,9.639879227,11.48820543,156.69,0.9822804
hevc_61_890_12,14.38651017,1.426302256,17.84397746,10.82882957,14.45881457,12.3595387,1.284339597,15.46950626,9.274477959,12.39580822,324.57,0.9756041
hevc_63_7_20,15.29348838,2.664388954,21.3449553,9.664645894,14.82400356,13.21800757,2.648818945,19.0367527,7.614533424,12.79699564,345.34,0.9785923
hevc_63_60_2,32.21416926,1.662172685,37.31090181,28.83188068,32.05165156,26.06444852,1.393801431,30.61486626,23.45988846,25.89896774,817.28,0.9676259
hevc_63_80_6,11.26768532,1.9192768,15.85860335,7.37013265,11.19530923,9.688089927,2.089518986,14.64168262,5.492875576,9.542027473,387.66,0.9755763
hevc_67_0_3,31.06233837,12.97060335,41.96813628,0.253082848,35.9614034,23.81798857,9.923310608,33.14072418,0.221166313,27.75029945,805.63,0.969379
hevc_67_4_2,24.13994509,1.361686005,28.0489151,22.28567765,23.81264661,19.00490623,1.144017644,22.44689941,17.54817581,18.63267994,602.72,0.9580685
hevc_67_11_3,24.6835019,1.15867382,27.42554952,22.57970839,24.52372496,20.0731559,0.970790964,22.45858574,18.24623871,19.9938221,527.14,0.9657009
hevc_68_3_4,4.426011807,0.802239136,4.997472506,2.311886165,4.745083361,3.969238291,0.714888936,4.480051994,2.084680557,4.252190828,38.41,0.9775937
hevc_68_37_4,1.955034117,0.367844098,2.683148965,1.50919346,1.770586364,1.693471243,0.396967967,2.468239784,1.286603212,1.473039091,65.61,0.9783147
hevc_68_61_11,3.441324643,1.362283566,6.296727181,1.757630945,3.030656777,3.225252077,1.345517425,6.070840359,1.62879622,2.694426179,67.28,0.9778966
hevc_68_80_3,2.993595265,0.143376821,3.64305852,2.780497674,2.974944079,2.763250089,0.15469955,3.459922791,2.529151917,2.739910722,57.54,0.9874368
hevc_68_136_7,2.368183539,0.492808057,3.166644063,1.140982167,2.42391636,2.213346858,0.468071546,2.968011618,1.092176199,2.254771471,40.35,0.9882164
hevc_70_1_4,26.40348699,4.250657498,38.06710031,16.21711667,26.11547569,21.70215261,3.479525596,31.92887497,13.35952473,21.46913528,1848.02,0.9196688
hevc_70_6_3,33.67425258,7.258064997,47.20271899,14.88044652,35.55872125,27.4376235,6.098631914,38.91122818,11.51538086,29.0011816,1193.25,0.9554464
hevc_70_9_3,27.3430557,4.125468465,36.12513516,16.43693188,27.46077516,21.61844487,3.471192941,29.20954895,12.4389782,21.64293003,1420.39,0.9598909
hevc_70_12_3,26.35793946,4.359480744,35.7146658,15.44320067,26.45303782,21.21617713,3.870564097,29.68158913,11.5930481,21.24654484,1174.6,0.9597121
hevc_70_15_4,19.33754055,3.237830164,26.86022941,10.87497404,20.51887697,15.95607131,2.861380628,22.38523293,8.352360725,16.96394825,470.57,0.9661976
hevc_70_30_5,19.08314778,2.752948701,25.40141598,15.24991445,18.25193344,16.03702695,2.297177034,21.4935627,12.91411018,15.37892151,312.62,0.9660839
hevc_70_69_6,20.13839616,3.643993756,30.49337947,8.962752088,20.43140408,17.8454397,3.231172991,26.68881607,7.918059349,18.13725948,730.49,0.960678
hevc_71_2_4,31.10441148,2.686769556,36.55409559,24.39320984,31.11067666,24.71754999,1.857774916,28.90643883,19.83916664,24.72849846,906.04,0.9608212
hevc_71_17_15,33.36733989,2.105149431,38.61219195,29.39649417,32.95393625,30.30189019,2.026919958,35.03383636,26.44454002,29.91186714,178.53,0.9925609
hevc_71_34_8,22.82866105,1.178694544,25.12459067,19.74995442,23.04870619,17.45565135,1.019315169,19.4956131,14.78480911,17.61150742,484.01,0.9756171
hevc_71_43_3,23.82783874,1.046448549,26.54485397,20.84442055,23.8594346,19.5002904,0.880390194,21.83495903,16.92640114,19.53631687,413.35,0.9679443
hevc_71_47_4,20.16961262,1.714339785,24.0812427,16.2154493,20.2094979,15.92942218,1.290648921,18.97372437,13.07410145,15.87149715,738.53,0.9602543
hevc_71_61_10,19.76549842,2.189261474,26.00151175,15.6435115,19.51053511,15.98518435,1.809071727,20.92458916,12.62048721,15.81869698,844.45,0.9578413
hevc_71_90_3,21.03173303,1.930226544,27.36937304,16.84676548,20.93307439,17.23041355,1.586713022,22.45409203,13.68236637,17.13438797,869.3,0.9678039
hevc_71_95_3,26.62134875,2.588190182,35.10590492,21.47343543,26.43620597,20.3613851,2.049785102,27.93520164,15.92774296,20.26011086,1128.15,0.9595155
hevc_71_99_4,20.58957113,2.68625391,29.69672451,16.68098099,20.18069088,16.77990823,2.040500515,23.82162857,13.70668602,16.5627346,908.38,0.9550457
hevc_71_108_4,29.36130025,2.411036137,37.9683867,24.67222505,29.4228839,26.42581755,2.08959743,33.75540161,22.24013138,26.44762611,913.43,0.957733
hevc_71_164_4,22.02844182,2.04662972,29.65212839,18.46522181,21.98063848,18.36132001,1.859393249,25.28474617,15.17831326,18.33522797,865.29,0.965035
hevc_71_185_3,23.46871551,2.399317193,29.78393671,19.37313263,23.0732344,17.07483205,1.676525844,21.58090973,14.27318382,16.7724514,697.4,0.9651756
hevc_71_189_3,18.65294041,0.794257488,21.0953515,17.29130496,18.65154326,13.41346895,0.578034031,15.26891422,12.3726635,13.38394547,678.45,0.9577549
hevc_71_193_2,20.432324,1.362910103,23.2082144,17.30334627,20.58484268,16.47607302,1.176928206,19.26804924,13.87841797,16.51109314,541.36,0.9675275
hevc_71_197_7,20.96922007,1.208781404,23.55578744,14.36234051,21.11043249,16.68219572,0.91221671,18.88799286,11.76003647,16.76833344,451.17,0.9759129
hevc_71_205_4,24.35047089,2.51233474,31.01068227,18.45534012,24.92529313,18.56084128,1.987782334,23.9099369,13.85926151,19.05315113,1076.42,0.9602296
