Unnamed: 0,mean,mean.1,mean.2,mean.3,mean.4,mean.5
hevc_20_39_2,1815.395914713542,1771.137017144097,1738.548583984375,1673.393229166667,1487.845323350694,938.8257921006943
hevc_20_74_3,1172.943820529514,1490.27699110243,1191.157633463542,1074.221435546875,1408.12095811632,925.8177897135416
hevc_20_80_3,1210.113037109375,1253.002549913195,1198.356174045139,1469.985107421875,917.2065700954861,1152.364474826389
hevc_20_84_8,1929.160047743055,2073.450954861111,2195.890353732639,2233.086859809028,2245.508843315972,2434.458577473958
hevc_20_93_2,647.1280110677084,599.8544921875,529.8772243923612,456.3447808159722,570.4162055121528,506.3135850694445
hevc_20_99_7,504.1519911024305,942.8154296875,677.4866807725695,699.9029947916667,429.3019476996528,572.4206814236111
hevc_20_110_2,1384.140326605903,1348.302137586806,1288.153564453125,1754.779839409722,1805.977484809028,1640.296196831597
hevc_20_117_5,1024.978190104167,1105.189073350695,1014.769883897569,999.1704915364583,836.7362196180555,974.2826877170138
hevc_20_123_3,1103.522677951389,1118.875379774306,1164.477837456597,1066.854736328125,1044.220893012153,1070.69349500868
hevc_20_127_3,1650.488498263889,1742.692491319445,1713.576687282986,1223.802056206597,1934.022786458333,1616.336317274306
hevc_20_142_4,1564.194851345486,1676.683620876736,1366.451850043403,1716.849717881944,1717.426920572917,1801.171902126736
hevc_20_182_2,2546.109022352431,2548.607096354167,2569.162760416667,2575.110948350694,2582.267062717014,2567.269097222222
hevc_20_199_5,1270.474582248264,1850.522243923611,1760.392985026042,1876.216145833333,1672.383327907986,1270.720052083333
hevc_20_210_3,1847.29833984375,1838.819498697917,2028.852294921875,1991.80455186632,1941.652262369792,1817.382893880208
hevc_20_224_2,2041.093912760417,2016.014702690972,1849.848117404514,2043.309624565972,2074.641682942708,2109.951931423611
hevc_20_228_2,2453.516384548611,2660.298719618056,2668.066460503472,2509.513292100694,2635.2646484375,2482.747884114583
hevc_20_232_2,2502.404947916667,2658.588216145833,2572.980984157986,2624.531982421875,2751.142903645833,2781.052761501736
hevc_20_279_2,2273.464680989583,2429.477674696181,2243.967909071181,2416.039198133681,2272.32359483507,2367.174397786458
hevc_23_9_2,1620.161901041667,1570.956666666666,1600.026041666667,1604.172916666667,1569.277578125,1568.322083333333
hevc_23_27_2,1264.982942708333,1389.569453125,1508.7459375,1280.434244791667,1280.6246875,1322.989375
hevc_23_34_2,2658.927552083333,2649.96859375,2808.527473958333,2704.751848958333,2455.288515625,2474.089791666667
hevc_23_67_2,2762.394817708333,2776.25984375,2750.840234375,2672.064973958333,2812.85796875,2856.806927083333
